pointspread,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10,PCA11,PCA12,PCA13,PCA14,PCA15,PCA16,PCA17,PCA18,PCA19,PCA20,PCA21,PCA22,PCA23,PCA24,PCA25,PCA26,PCA27,PCA28,PCA29,PCA30,PCA31,PCA32,PCA33,PCA34,PCA35,PCA36,PCA37,PCA38,PCA39,PCA40
3,3.915085358,-0.723056822,-2.308233015,-1.863300376,-1.346560739,-3.390431598,0.449740167,-1.032604197,0.316915901,-2.222304067,1.382083798,-1.93463598,2.06029836,-1.091305,-1.431347153,3.872670243,-0.512153643,-2.33179477,1.323267293,0.780995024,-0.320831538,0.397472533,0.579574084,-0.962302356,-0.25218974,-0.959009237,1.627756946,-1.640159719,0.4537446,-0.659704963,0.234028585,0.599602052,0.620774165,0.375790794,-1.329283038,0.497191678,1.476513987,0.136720897,-0.885110479,0.14740874
7,3.682217371,-0.473512224,-0.853252207,-1.783920022,1.062775026,0.565919398,3.417045175,-0.275992081,-0.290670635,-2.984066603,1.621720918,0.262800201,-2.012776877,-1.957054898,-0.378268616,1.568907629,1.695528438,1.826621763,-1.52763864,0.292251041,-2.196227903,-0.059753868,0.499594063,-0.099791484,-0.716762311,0.035828608,0.544680946,-0.021710343,-0.215847796,-0.827077613,-0.840018859,0.48238785,-0.437399813,-0.625639813,0.376298862,0.081268822,-0.768738362,-0.543448454,-1.926961073,-0.195303767
12,0.231221333,-6.423418233,0.914378023,-1.081931832,3.509168073,-2.894126967,1.586868312,1.533800143,-0.39638661,1.087717484,-2.531219326,1.264120173,0.542117673,0.02972832,-0.230097125,-1.342215127,-0.146179011,-2.349613712,-2.573086401,2.42181401,1.348126234,0.07248838,-0.927614977,-0.779340927,-0.623800439,-0.635286966,2.148690593,-0.892283395,0.623740561,-0.384735393,-2.630292082,0.49105919,-1.042913349,1.444010222,-0.050046576,0.697709082,0.449118529,0.448734426,0.845316072,-0.3637663
4,-4.220889922,-4.596498704,0.956466941,-0.881922583,-2.584950518,0.008335944,-0.238089156,0.277253989,0.183113562,-0.289204706,-3.373046613,0.872070792,1.090130106,0.042340158,-1.127889565,-0.953621245,-0.200717858,-0.200025954,0.7187604,0.824642669,1.12129173,0.019861403,-0.137687549,-0.615781642,0.194061669,-0.534286995,0.15752569,1.056689775,1.112547878,0.291303761,-1.010908721,-0.115680413,0.537322247,-0.55493369,-0.417924145,0.276987486,0.279980087,0.863653785,0.215057144,0.036880513
17,0.337927184,3.084745236,0.017255126,-2.204090048,-4.006607714,-0.911483568,0.112874222,-1.272204755,-2.316779846,-1.04342956,0.238089574,0.990212946,-0.634332505,1.350220712,-0.117739159,1.355803396,-2.923509831,-3.266483661,0.096426999,-1.009800703,-0.031624284,-0.627956127,-0.181055884,0.15766155,-0.327671369,1.52577931,-0.26268728,-0.891919108,-0.451209574,-0.499196686,1.694183146,0.885801838,-0.560632354,0.135767819,0.078001019,-0.25215837,0.548197136,-0.500601422,0.304519802,-0.315322063
-17,4.957166291,-2.194910329,-1.861158277,-0.189057762,-1.316923021,1.643650316,0.44328513,0.459890838,-2.078265422,2.723573676,3.585801858,1.858904113,1.534029227,-2.735174328,-3.589157655,0.445519367,-3.178590876,-0.333256198,-1.436645628,0.388158291,1.800785896,0.506763387,0.419241367,-0.716154169,-0.910622222,-0.707154805,-0.814126857,0.281885555,-0.915045687,-0.350531287,-1.004912174,-1.407444868,-1.129127696,1.797425386,1.297050567,0.268791386,2.077069346,-1.275785798,0.274603191,1.283719626
-12,1.275271167,0.282576781,1.872388501,0.642167993,2.022480244,3.680862557,-0.641759339,-2.217709199,2.142744358,-1.478729929,-2.08819959,-1.871301236,-1.204916586,-0.216788633,-2.840656228,-1.361277174,1.712554369,-0.59998795,1.161242762,-0.393190651,-0.179763279,-0.282709891,0.485909104,-1.38683201,1.841875712,0.984176198,-1.221185545,0.9612867,0.078649862,0.972677771,0.531153901,-0.188778827,-0.376492861,-0.449540383,0.203726719,0.852435241,-0.56060052,0.247588228,-0.713848316,0.060260105
28,2.507155575,-0.356631461,1.68530526,-2.187285526,-1.151588326,2.016983589,-2.787842157,0.572129858,-1.313773445,-0.321243743,-1.716363226,0.131644732,-1.475798806,1.627938049,0.887752031,-0.004987737,-3.438335212,0.691036774,1.417926993,-1.23557317,1.093040422,0.178272104,-0.327652295,-0.227137429,-0.031125974,0.371133063,0.635752595,-0.78330644,-0.386958957,-0.899931972,-1.403865866,0.365711538,-0.768686361,-0.384296632,-0.579563832,1.304277203,-0.588419247,0.106393432,1.653675027,-0.306914145
-3,5.667308102,2.408335033,0.093096823,-2.485125479,0.714338514,-0.568853916,2.804227654,-0.576459241,-0.327439971,-2.123434607,-0.824203196,1.664757446,0.000395639,-1.016526069,1.020473783,2.562308286,2.706189777,1.171070544,-0.306918472,3.604653554,-0.443028817,-0.444895978,0.543945042,0.421081225,-0.295816786,0.582756336,0.604077472,0.487101991,-1.683771042,-1.632230048,0.248851783,0.808530511,-0.492666329,-1.122930387,0.156918105,0.145603574,-0.797444968,-0.295809621,-0.837526906,1.340701932
-8,0.384290769,-6.906521761,0.667916142,0.098437878,3.157671099,-0.378967267,-0.975264984,-0.545509234,1.423578811,-0.867456737,-1.257864167,-0.511344116,1.958401741,0.987033257,-0.02354697,-0.603813864,0.896080957,-1.980954565,-1.484415477,0.564233053,-0.258700136,-0.012833292,-0.783348471,-0.45407821,0.06407297,0.998643983,1.083367034,-1.31193228,0.579472469,0.272255393,-0.799767913,0.23647301,0.029737383,-0.210179066,-1.839251224,0.538795031,1.097341221,-0.327685463,2.138400317,0.212379856
-21,2.679844587,3.602408532,2.124024177,-2.574668037,-1.311660745,-1.952574783,1.454463462,-0.098629794,-0.844246365,-2.53275963,-1.779072528,-0.594899837,1.674916532,-1.416629566,1.38992024,1.912872561,0.384336464,-2.386678986,-1.125327088,0.483042833,0.254250184,-0.542736865,2.358162797,-3.351449193,0.715368262,-0.513608977,2.010080045,0.626574112,-0.608174364,-0.816913062,0.475050837,-0.469286601,0.018687991,0.243597682,0.146812363,0.092597358,1.158104257,0.627588694,0.730978325,-0.490321738
1,-1.022733019,-0.610805502,5.197619172,1.919534499,1.750887375,-2.670810227,3.069082559,-2.453209314,-2.32428839,-1.876171135,-1.821911061,1.239989025,-0.836530806,0.519176375,0.951195815,0.304820204,-0.868366378,-0.651035867,1.035302749,-0.979897768,0.79162423,-2.046050434,-0.572736069,-0.554417059,-0.073911857,-0.493587383,1.209597583,1.128165516,1.312101096,1.370596356,-0.810105039,-0.115972586,-1.284784009,-0.415726009,0.587446634,-0.248783081,-1.081888039,0.16913607,0.31132098,-0.82945603
-14,-1.599879098,4.290969861,0.419809107,0.88454822,-0.757024187,-1.543623014,-0.811882547,-0.405373245,0.328555003,2.069209152,0.429899542,-0.682226623,-0.155190102,1.731637875,-0.460276472,0.087005415,0.194160044,0.982206015,0.747088088,0.181117502,-1.918428951,-0.169755502,-0.097819725,0.467006564,-0.740234912,1.358393642,-0.86937116,-0.211611025,1.056662463,0.58798626,0.310733852,-0.387611784,1.563227154,0.398027783,-0.899483589,-0.331076697,-1.689049485,0.459479722,0.005067203,1.732934454
6,-2.088594776,1.97164605,3.275379789,0.112081891,2.208442876,2.917116569,-0.00288702,0.897583776,0.934395822,-2.462395386,-0.34443334,-0.293671931,-1.062394295,1.298247155,1.064346026,-2.188260295,-0.546260745,-0.280085725,1.078156124,-0.327557286,-0.205209507,-0.361260645,0.109218064,0.34395758,-0.828034358,0.470270931,-0.80113237,0.072903265,-0.258145753,-1.454545875,-0.390934473,0.225810182,-0.339092676,-0.949328678,-0.485550663,0.166547427,-1.132467469,-1.01765187,0.124562667,0.549409686
-10,6.18911085,2.146143326,-4.089149959,-2.132483509,-0.355292546,-3.717033933,-1.180645469,0.151400525,-0.654616064,0.373123507,0.95840628,1.278437754,2.36301427,-2.705724516,-3.435329029,0.377217455,-2.516203168,0.47684306,1.956315109,-0.165211482,-0.448872629,-1.35388354,0.424642987,0.66984334,1.596787547,0.582308342,0.542735554,0.340348951,0.407077127,-0.901477651,-0.362453084,-0.646790402,-1.641847696,1.096034648,-2.468054203,0.376287504,0.536969199,1.757416224,-1.477354049,-0.219548093
-15,0.716901637,2.503365572,-1.174849807,-1.785005546,-3.133090141,-0.989861528,0.520788867,-2.766488954,-1.683552956,-1.599991185,2.262564253,0.202476603,1.57596436,0.207952602,0.157425942,2.070278519,-1.662839707,-3.778297558,1.338479214,-0.680532971,-0.324699619,0.942541749,0.296802474,-1.039293904,0.030235818,0.429552978,-0.886253532,-2.148391227,-0.251559586,-0.69507964,1.512999703,1.357544588,-0.07368479,-0.628383696,-0.919674186,0.375785161,0.888489542,-1.287241746,-0.806659806,-1.202280537
-3,-1.741306272,2.448417545,0.934822023,-3.592927441,-2.706023102,-2.850283253,-1.772650115,-0.154010053,-1.030294013,-0.832428535,3.178867142,-2.85059822,-1.730077069,-0.642504749,0.061960844,-0.276618631,0.175662931,-0.571974427,-1.514416572,-1.359169455,-1.090809206,1.309260494,-0.154003677,0.099209162,-0.34548682,0.262570154,0.227410896,-1.319029505,-0.355720336,-0.637545248,-0.309256138,0.66788724,-0.899394529,0.074033788,0.186423321,-0.122748797,-0.214808498,-0.337441485,-1.012739507,-0.347013819
-9,-8.355236973,-2.347808545,2.061210905,2.527826915,1.047605944,-1.05689368,-1.054697738,2.025183984,0.886659463,-2.117975649,-3.380975756,1.470338271,2.260343865,1.981248389,-0.735558676,-0.716775103,-0.630163107,2.409973076,-0.174293796,3.037672114,0.07855653,-0.224099994,-0.836819398,-0.255177998,0.193702475,-0.852160671,-0.428401207,0.533505585,0.456266481,0.413806999,1.029782977,0.360239677,0.801099478,0.011123718,0.059125811,0.435764005,-0.953146349,-0.097280979,-0.80174946,0.399957257
5,-2.359262614,3.007558786,2.277867974,2.48195925,0.080329491,0.370173946,-4.429546462,-0.591696945,-2.166099335,0.823554648,0.243500643,-1.937163972,-2.558502755,0.22728619,-0.579469518,-0.8395725,-1.2692501,0.066166951,-1.32098434,2.518972047,-0.207015253,-0.892218935,-0.153972134,0.430748175,-0.250489889,-0.098193214,1.092860635,-0.072379557,0.275095514,0.939986794,-1.154175405,0.06934195,0.134776248,-1.566782834,-1.170422037,-1.679193226,-0.326724201,1.005583044,-0.039437216,0.874422497
3,4.805175419,-1.428993255,2.657654034,2.097140964,-0.528724997,0.22390477,1.455271963,2.1111282,1.523086025,0.651247868,0.824231566,1.93572255,-1.063064769,3.009923813,-1.652994336,1.242552195,-1.116585762,-1.201083722,-1.101403518,1.126523618,-1.963219118,2.928638745,1.603641184,1.121408447,1.507339243,0.28878063,0.090837842,0.235427416,-0.348867638,-0.972732865,-1.061905455,-3.124534985,-0.199826423,-2.792402392,1.431827179,0.261244222,0.207067655,1.393570903,0.954543739,-0.594257556
-8,0.336460841,3.606122515,-4.08971057,0.920178196,-4.373866529,-1.35314628,-0.172380728,-2.255097565,-0.804311238,0.203994483,-0.725725489,1.623271111,-2.271874963,0.787686293,-2.201275514,-2.054944227,-0.523496819,-1.688127922,2.035392677,-0.083111383,0.500292036,0.596506822,-0.417407915,0.354058524,0.691593124,0.058489253,-1.096457931,-1.148096581,0.096903449,1.211940567,1.957375947,0.749590072,-0.22179995,-0.766166793,-0.166697021,0.491157777,1.888664498,-0.370060216,-1.125166983,-1.459572724
25,5.025278893,-0.216219095,3.390686385,-1.263625242,-0.405058904,0.484245748,-1.958801783,0.488847084,-2.807438521,1.373240802,2.982697864,1.506881579,0.447367975,-1.857660786,-0.280689018,-2.247298417,-0.192358072,1.606984764,0.566625339,1.643634452,0.878780255,-3.837667001,2.20566653,2.909444921,1.038566787,1.453853644,-0.099686433,1.547426373,-0.585752437,0.113511519,0.16957633,-1.92393642,-0.923915243,0.219797787,-3.567999584,0.506012387,0.15656603,-0.098745689,-1.302238922,-0.711599752
-16,-5.600730449,0.935759103,-0.916910565,4.659423655,-0.22008236,-2.636050574,1.199328639,1.387817724,1.19072975,-2.924932822,-0.555046181,-1.273983675,-0.101914483,-0.029694485,0.529903572,1.082800318,-1.002326992,2.332086792,-1.169605169,1.069957106,-1.359972618,-0.348973707,-1.314891317,0.375783215,1.585588224,0.134748328,0.91860377,0.849265094,0.401661926,0.03677443,-0.040689918,-0.166746333,0.254837087,-0.568274315,0.547331529,0.067150476,-0.508884754,-0.564649058,-1.763592905,0.010162205
10,6.238205451,-3.959624036,-0.435708505,-1.925555537,-0.373209745,1.529576432,-2.588790183,-0.783549461,3.099407953,-1.596661206,-0.216107774,-0.949404304,-0.687555606,0.309461237,-0.639601321,-1.799582844,2.705085289,1.160104369,-1.092382755,-0.897592343,0.594487685,0.554614982,1.402524126,-2.507592718,1.34248452,0.913173319,-1.101532071,-0.029270677,0.511636655,0.26821502,0.220993471,-0.056801817,0.454780277,-0.146858451,-0.725065588,0.634076831,-0.28746717,-0.725833673,-0.003382348,-0.330070298
14,-1.944688832,2.628535809,2.971863222,-1.299054823,-1.006483581,2.758004901,-1.632525578,0.624905783,-2.123139275,1.8278541,-2.123374572,-0.612552609,-2.288105273,2.18711056,-0.705681651,0.258189195,-2.19548816,1.925125551,1.488513466,1.6940063,-1.609090399,-0.253412995,0.782466567,0.474030335,-0.466660901,0.808863167,0.183681065,-0.000199066,-0.397853444,-1.225300933,-0.07724124,0.282430032,-0.82135309,-0.640247395,0.405385266,0.521743784,-0.278213836,-0.314827077,-0.134111385,0.800432539
26,-2.83861624,-0.449987209,1.708599103,-0.887915938,-1.457822556,-1.678420242,2.129539575,-1.043020592,0.606347743,-1.806144453,-0.91941861,-1.043551316,-0.629103643,-1.038618273,1.483244331,0.376435529,-1.698212624,-1.822159675,0.343530978,0.353500439,1.111334,0.290284135,0.024350116,0.086827148,0.172084721,-0.221143874,-0.25101058,0.331348787,0.880585797,0.070510636,0.556968609,-0.448136396,1.926431308,-0.849038148,-1.375167032,1.479249381,0.286739448,1.180657584,-0.34579235,0.193839352
-10,-0.007071692,3.838455949,1.352497116,1.330852714,-0.02429461,0.729818258,0.833244941,-1.263133844,0.934469889,-1.897531387,-1.498699175,0.333052852,2.304236941,2.599661584,0.759044463,-1.784281473,1.965187158,-0.196115762,0.57360011,-1.160729087,-0.473804389,-1.112030184,0.595287138,0.068159871,-1.330362399,0.244697649,0.546526261,-0.497510782,-0.750088691,0.612717646,0.834314663,-0.048495974,0.164581754,-0.376613077,-0.183151701,-0.174462593,-0.560556387,0.262965997,0.147832604,0.731128929
-6,5.381924645,-2.323887198,2.184635794,2.433987372,0.354400514,-1.194637256,0.176605975,1.040705952,-1.311558779,-0.361776146,-0.267663098,0.310634974,-1.602272825,0.728484236,2.274046203,-0.5242475,1.237738239,2.656494691,-1.063471828,0.582530363,-0.560982391,-0.365858355,1.56410864,0.078755766,-1.209516797,1.525760683,-0.982259772,-0.036733886,0.579200071,0.041401005,0.187171296,0.351101915,-0.254637438,-1.518247596,-0.729298428,0.328682182,0.571998652,-0.49720377,-0.012884867,0.689557618
15,0.175398351,-0.091228084,3.28776946,1.149354263,3.216754339,1.477335193,-0.882338816,-3.595699671,-0.82842268,-2.898123579,-1.464650048,-0.72585208,-1.220118333,-1.227639129,0.460336555,0.292962126,-0.233577409,-0.167357607,1.45469266,-1.185132551,0.601192676,-0.243365968,-0.037158511,-0.216109561,-0.157077045,-0.647034592,0.825632574,0.864627479,-0.086547069,-1.49647754,-1.03035026,-0.481627131,0.316037355,-0.655276677,-0.717166237,0.735801463,-0.177356347,0.085805707,0.974179179,0.323395679
2,8.57062799,1.935332709,-1.270804064,1.314637093,2.552307629,-3.563246186,-1.283813938,0.51867996,-0.669754471,1.841294244,1.785654436,1.14426935,1.424460006,-2.673453933,-0.478686829,-1.875950148,0.344591445,3.635030854,-0.018165508,1.097549833,-1.092498959,-0.274685335,0.664358734,0.650045108,1.879715714,0.93631685,-0.842647844,-0.278650425,-2.41878236,0.74283388,0.110419741,-0.868062224,-1.076808245,1.100683534,-2.179505765,1.310494764,-0.622528577,0.941320308,-0.499758758,-0.903789498
14,-2.839393065,4.497604944,2.003986184,0.540031896,2.213563949,-0.982275725,2.884187405,-0.579736856,-0.140766647,-2.205897309,1.365332067,-0.594781524,-2.182275894,-1.22239324,0.855243015,0.443781881,1.03101581,1.90201071,-1.208561626,-0.585896576,-1.018222095,0.006373578,-0.26353642,-0.040453283,-0.153785984,0.419746924,1.302805135,-0.619188976,0.021039945,-0.028850427,-1.068520927,-0.237810524,-0.32172844,-0.424221481,0.112723022,0.954821448,-0.334150678,-0.11697716,-0.514732693,-0.452011069
28,0.066679282,-9.376443992,-0.295089396,0.055482761,-3.164664674,-0.693707506,-0.070554539,1.461174619,0.847628454,1.236014621,-2.016633587,1.817162593,0.949976182,0.909166351,0.980082177,-2.120870957,1.399844146,1.729384052,-0.272658512,0.089097792,2.153096362,0.604166631,0.274858513,-0.540603631,-0.331953477,0.425215585,-0.735591921,-0.171819682,0.45571229,0.827354234,-1.237870995,0.147938152,0.8077764,0.285941061,-0.341190682,0.109453136,-0.622330385,-0.057096484,-0.22985442,-0.020236717
-6,2.029082264,-1.271958736,-1.189346323,0.07157667,-0.620832435,2.606334811,0.920872839,0.892417313,-0.24870485,-2.78406688,-1.108870946,2.755183423,-2.403221456,-1.131990099,-0.364554337,1.701293482,0.513878126,2.663466244,-1.023134928,4.103603987,-0.75513551,-1.063024472,-0.18532966,0.963629374,0.254715807,0.606430442,1.568507755,-0.00813836,-0.737128924,0.842238691,0.976990506,0.279547193,-0.000544152,-1.014625827,0.231317721,-0.732994059,-1.274781786,0.669274116,-2.102930433,1.79990197
7,0.4980215,2.52288688,-2.545253409,0.717700926,-3.117301507,1.596537203,-0.865848718,-0.762512863,-1.934271085,-0.099125377,1.623228944,2.342795843,-0.769141218,-1.77351106,-1.806220026,1.177420668,-2.366781477,-3.013592501,-0.443719369,1.042276058,1.592773792,-0.192633601,0.774740528,-0.291568179,-1.874158088,-1.33252946,-1.49883806,-0.665131399,-0.238676796,-0.110140045,-0.020603812,0.750570859,-0.390963973,2.298432066,1.013353936,1.007759462,-0.489137133,-0.942120829,0.183622922,-1.137851485
5,0.893583883,1.873232649,-3.316685635,3.01578985,-2.766418426,-0.53384696,0.527375782,0.799964906,1.055580974,0.449819361,-1.029635917,-0.523786789,0.040046113,1.01168628,-2.884808825,-2.940557827,0.630289075,1.492491296,0.668138165,2.215183719,0.652626168,1.571708874,-0.981526478,-0.577257517,1.633588636,0.940668116,0.512139734,-1.487351622,0.629554799,1.040578103,0.153865189,0.062375443,0.969908917,0.729403073,-0.197383259,1.013678478,1.01799751,-1.336995017,-0.100890705,-1.59713849
2,2.429250333,0.032483055,1.774326486,-3.470991136,-1.04554055,0.704323254,1.000975565,1.461329015,-2.751526892,-2.426020356,-0.380030151,3.79421029,1.300230134,-3.00315221,-1.745589195,0.610487338,-1.363289826,3.461749629,-0.291853449,3.175682415,-0.09071955,-2.769854339,1.422909237,2.465928021,2.074374497,0.22820054,0.666413205,1.294773885,-1.631528371,-0.670915839,1.096618583,-1.303332365,-1.652274829,0.208101475,-3.055377119,0.942412388,0.276471779,0.681603918,-1.800754178,-0.596696537
-5,0.360736989,5.402785809,-0.297535869,-4.950704081,-1.889083506,-3.596686246,-2.212871727,-1.480232524,-0.922984769,0.443233598,-0.196644251,-0.136960902,-1.447221695,-0.195055122,0.934700024,0.405238054,-1.054695805,0.389054507,-0.593346551,-0.428602842,1.509034579,0.375668702,-0.000736437,-0.009825072,-0.369670735,1.382506057,1.719234239,-1.07500923,-0.385332763,0.247114069,1.073682823,-0.01091352,0.871887491,-0.017552306,0.049066604,-0.810989382,0.440467474,0.191358766,0.072834017,0.498662466
-9,2.133970102,6.38780302,2.343837936,-1.842738028,-0.015337243,0.268161576,0.642183252,-1.308921454,-0.692117904,0.428050292,-0.465863598,-1.695540551,1.127080695,0.398942328,0.480418005,2.340649604,1.277278037,-0.144847331,-1.010001466,2.005078668,-1.707602443,-0.425437043,1.319372775,-1.267704067,1.001046659,2.04759131,-0.35932702,0.862862582,-0.440859065,-0.16065814,0.916014278,0.485542424,-0.437658436,-0.281957986,0.56365614,0.610541789,0.83855831,-0.02427596,-0.579368897,-0.308207258
-8,-0.665936081,-2.150046462,2.43528333,1.446291602,1.072927438,2.280392144,1.028101312,1.714004149,1.999845343,0.483809377,-2.998574521,-1.818129167,0.55645688,-0.981755985,0.301257013,-0.11699534,-1.606941148,-1.878111802,0.501544203,-0.996340346,-0.76412501,0.613465948,-0.289124895,-0.517590551,0.719706614,0.346475965,0.086003013,-0.022138696,-0.867300671,0.264345475,0.137684895,-0.056186801,0.128627836,-0.00945407,-0.131756983,1.106217551,-0.797141103,-0.302701422,-0.158063714,0.238166695
13,-2.70744422,4.121422624,2.023579124,1.26129855,3.675847314,0.643678214,-2.767695587,-0.869647518,1.981006481,-4.977734824,-1.867211533,-1.596677467,-0.392702044,-0.05827841,-1.306328649,-0.395189251,0.702519995,2.065615297,-0.472937672,1.025025998,-1.196934025,-0.07097446,-0.199123995,-1.92354496,2.453935939,0.415155384,0.626681758,1.106106732,0.185811871,-0.832474916,0.490984741,-0.418041031,0.760978839,-0.819700728,0.144927086,-0.148611946,-0.100015547,-0.89793002,-0.721256201,-0.152717949
-3,3.518478428,-2.892586457,3.405772293,-0.17816491,-2.150300019,-1.75211439,2.089757865,-1.242797327,-1.909565573,-1.109635541,-1.731441745,1.390371357,-1.060528224,-1.101715711,0.303544454,0.120325457,1.272513938,0.317596874,1.3137098,-0.729802244,0.071965636,0.541710962,0.02249981,-0.64005769,0.372135667,-0.476782829,0.567753203,-0.585689159,0.163598024,1.574494733,0.302747761,-0.24989605,-1.166572012,0.490402782,0.760347039,0.607991753,0.128045112,0.271512335,0.146289909,-0.186734719
-23,3.206485461,0.652681752,-1.007681546,-1.434894186,-1.21533214,-0.185343352,0.515651947,-1.662514072,0.381488842,1.427435877,-0.615109953,1.559270328,-0.193196749,1.583115748,-1.037963435,0.014091853,-1.043147207,-0.753807815,-0.961032169,-0.950882234,0.67411388,0.611256408,0.022143351,-1.037912347,-0.137167374,0.1363902,-0.068541193,-1.180508976,-0.179954972,-0.115598443,-1.175687118,-1.036816205,0.796428451,-0.581824949,-0.456079992,-1.345532111,-0.354867546,-0.460402584,0.43781579,1.167637477
8,4.426628997,-2.718584076,0.467161375,0.816428142,-1.361065679,-0.759290649,-0.578890609,-0.004073404,-0.811067176,1.079801675,1.0392661,0.307873316,-1.394208754,1.161729463,2.278787416,-0.95458401,1.206760547,0.289815881,1.475265365,0.083974351,-0.35519261,-1.406093269,1.173281163,0.28115907,-0.505617879,1.788152209,0.566175803,0.53145547,-0.336302841,0.637863567,0.845132447,-0.167066353,0.608715299,-0.327040756,-0.007481601,-0.078235596,0.806133053,-0.898170733,-0.585596993,0.922429315
11,5.355271208,-4.294757038,-2.281742428,0.90099634,0.130010545,0.594648918,-0.331848214,-0.288371986,1.432987553,-1.497643985,2.690178024,3.217218478,0.629740109,1.421465655,-2.705452728,1.288429409,-2.445251376,0.178705379,-0.852133529,-1.170970621,-1.379569518,0.300291494,0.654212331,1.762342883,0.15712034,1.464768441,-0.190504003,1.411900541,-1.113489547,-0.939545568,-0.383399359,-2.372776534,-0.589119939,-1.893026338,1.439328323,0.159390396,0.392041931,0.202260178,0.589926837,0.99383611
7,2.36571363,-4.512206695,-0.447436841,3.239594481,0.654960158,-2.142435822,-3.098529074,-2.344321248,2.105454199,0.673592972,1.05815995,-0.320641947,1.017550985,-0.061413121,-0.542031391,-0.809793667,-0.014525254,4.178065037,0.619516091,1.32247164,-0.809494852,0.480203528,-1.273002998,-0.023855462,0.577061998,1.499972727,-1.242701765,1.027990114,-1.2825912,0.695340581,-1.258459541,0.41547274,0.80445476,0.464640234,0.54538001,0.272372602,-0.821627965,0.215015715,0.021532808,0.261458072
-17,3.709151835,2.292016151,1.587307298,3.055437694,1.076100376,0.595525898,0.24101656,-3.812650154,-1.637533365,-1.754487375,-2.571174031,0.591949557,0.13384734,-0.028241477,0.151040546,-0.60044126,1.5584718,-0.221952925,1.239454092,-0.644734396,0.474382465,-1.389639167,-0.796301409,0.956489994,-0.291795577,0.072661134,1.44694269,1.088373266,0.204763045,-0.029190501,-0.124564383,-0.279291274,0.674699109,-1.996419966,-0.448054494,-0.344709878,0.080761264,0.354909205,0.058108434,0.113000311
8,-3.752152262,2.344425946,3.585151908,1.014923423,3.005687455,0.174893179,-2.435261764,-1.10244598,0.556257404,-4.875663269,-0.102778213,-2.291482024,-0.137761336,0.081500124,0.324540075,0.882837007,-0.688466819,1.931444961,-0.437426248,1.106631949,-0.651681769,-0.052367398,-0.803281785,0.421097397,0.201876337,-0.992902766,0.734144221,0.62433485,-0.997284653,-1.249220453,-0.161781105,-0.153139737,0.343631701,-0.714649782,-0.047705907,0.490068127,-0.57415567,-0.904525277,-0.133209264,0.607294794
-15,-0.760736611,1.712475713,0.622858504,2.59505652,0.840473031,-0.35493529,-2.594386543,-0.545205759,-0.664429476,1.043823761,-1.535470926,-1.332120324,-0.216334734,1.250538554,0.146342093,-1.407855712,-0.369340911,0.28473276,1.313762421,0.605598942,-0.993287681,-0.307998055,0.537895632,0.171564241,-0.524168089,-0.894620418,0.550372495,-0.374225951,0.901669636,1.478239651,-1.160822911,-1.089000979,0.913833854,0.198600211,-1.110439868,-1.00538332,0.111216872,-0.171273029,0.921407902,0.406100609
4,-3.79761076,4.089226933,-2.145087081,3.929976244,-2.608255191,0.246696,0.43511011,-0.766489439,-0.632532832,1.474306375,-1.10567452,0.555063993,-1.086427935,0.501263975,-3.392245303,-1.748788001,1.437427989,1.714138896,2.072266369,2.85458748,-0.393990683,0.308986601,0.885437344,-0.088493332,0.243039198,1.464802966,-0.675973186,-0.989270994,-0.070214281,1.993900359,1.609147299,0.485038745,0.732164363,-0.478791542,-0.118923642,0.249786034,1.643686627,0.40337345,-0.552383946,-0.909413639
-11,3.76439588,2.151378384,3.362794714,0.731247371,2.447307425,-1.513088608,0.965273839,2.114477174,3.90956723,2.162732378,0.890317808,2.6641514,-0.761676186,2.939384497,-0.888657677,0.428353271,-1.633528497,-1.547195828,-2.568437788,1.556995299,-1.014363284,3.433592216,0.786113602,1.181814625,0.990429676,0.021300081,-0.31997865,-0.836424031,-0.028277853,0.70974202,-0.060667127,-3.055061517,1.012974237,-2.22163407,0.769690224,-0.027381738,-0.397032939,1.501689765,0.645466347,0.161633759
21,-0.639941431,-0.971249909,3.350419369,2.070388439,2.894967411,3.129145939,-1.015865868,-4.259081721,0.641122632,-1.737660905,-2.227488913,-0.06210081,-0.991951086,-1.523563183,-0.013128392,-0.304943086,0.958449898,-0.323735004,0.089904502,-0.900020505,0.416632106,-0.387396017,0.558377802,-1.815455373,1.273403024,0.894661198,0.595462986,0.918135227,0.207797803,-0.699802765,0.235580377,-0.215631845,0.881324733,-0.863212562,-0.444996277,0.897690771,0.666323373,0.185078821,0.07304862,-0.219811963
3,8.715145778,1.768784967,-1.208635629,2.900034716,-0.137638782,-0.635079213,-0.286170616,0.106834107,-1.829982713,0.672107173,0.141116233,0.919365705,-0.726461707,-0.805816204,2.205742237,0.455793826,2.267776993,1.113830117,-1.77243088,0.069578808,-1.860658277,-0.687322021,2.421002934,-0.43951513,-1.785558308,1.343067652,-0.548075284,-0.496311615,-0.008460409,0.680435779,0.095522379,-0.301429616,0.908479285,0.188805961,-0.191437632,0.038204039,-0.628710912,-0.305191392,-0.477523709,0.62436571
