pointspread,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10,PCA11,PCA12,PCA13,PCA14,PCA15,PCA16,PCA17,PCA18,PCA19,PCA20,PCA21,PCA22,PCA23,PCA24,PCA25,PCA26,PCA27,PCA28,PCA29,PCA30,PCA31,PCA32,PCA33,PCA34,PCA35,PCA36,PCA37,PCA38,PCA39,PCA40
6,5.108562003,-4.447026836,0.792095093,0.661848601,-1.535684881,-3.778948313,-1.324606688,1.272876223,1.424580191,-3.037626043,-1.895075993,-0.195126617,0.591175062,0.841705785,3.452813801,-0.424640284,-1.609720391,0.977775766,-0.302014493,0.760532641,0.554567345,-1.250264485,1.110556327,1.403074794,-1.523183768,0.045484442,-1.010048958,0.877450289,-0.79146683,0.228095371,1.682718492,-0.186191121,0.158635802,-1.028388333,0.3375799,-0.781774316,-0.199471429,-0.488868589,0.851089414,0.393714827
-4,-1.629138507,3.312042646,1.719359781,1.268510236,-2.071810523,-0.136289189,-2.909949387,0.982044787,0.429048749,-0.987131292,-2.363439384,-0.333533564,1.524231142,1.534789425,-0.922489712,-0.160443038,1.892289491,0.865750947,0.961069326,0.269464872,-1.809981909,-0.808593027,-0.291340634,0.018157094,0.138606964,-0.43246784,1.211569333,0.432898357,0.58584675,1.353213584,-0.402946948,-0.319962395,-0.1771571,-0.867999404,-0.40466068,0.696537178,-0.519144519,0.204248952,-0.575775922,1.713054006
16,-1.277683202,-5.507959183,2.977932795,1.291022644,-3.778800749,1.936914692,-1.62804946,-0.93684502,-3.108234459,-2.326851968,0.505485905,-1.012212553,0.499148564,0.11038787,-1.43929148,-1.8201466,3.154236947,-1.565914464,1.066800141,0.064094079,-2.107933397,0.733672331,1.444982291,-0.470145356,-0.557849588,-1.078552209,-0.84408238,-0.258157412,2.254962644,-0.422225842,0.910358321,-0.73202956,0.546432443,0.083451674,-0.462484396,1.065430583,0.527757446,-1.197801555,-0.408606527,-0.80414286
-25,4.403204744,3.929938431,1.123370241,-0.9034202,-2.667237572,-1.772298021,-0.75156939,1.250325442,0.989018385,0.062032497,0.421594171,3.236822992,2.1254187,3.770000633,-0.111079778,2.345620927,-1.409427012,-2.954352014,0.084953034,0.382264952,-0.785304084,2.888164051,1.921957914,2.034522996,0.474949385,0.963814121,0.416355768,0.650788931,-1.394191543,-0.583113541,-3.90443932,-3.484891461,0.956464694,-2.642700708,1.436727601,2.259887703,-0.28069262,0.115662649,-0.18560892,-0.321651359
2,2.582187475,2.31170344,-0.279370648,-0.846207815,-1.075670862,1.530662865,0.052082655,-1.945595809,-1.467945664,-1.95468031,-1.31844645,-1.688867867,-0.034019599,0.085304769,-1.684859598,-0.807211926,-1.569359117,1.203228443,-3.339339365,-1.01587254,2.07969187,0.338557966,-0.238622764,0.731447498,-1.694593814,-1.167642641,0.027185815,-0.561349774,0.421297879,-0.093869554,0.308913788,0.091220542,0.084834087,-1.382162476,-0.030091299,-0.74526465,-1.36967712,-1.012441236,0.501846934,-0.081653751
6,-0.297438276,6.428183701,2.31601716,4.298052191,-1.41420608,-0.038387235,-2.329126853,0.464724754,-0.982683049,2.543163707,0.410960059,3.953138828,-0.857839193,2.962693104,0.999465279,1.627070896,-1.493732679,0.965446879,0.861037779,-0.474940882,0.811518521,2.187000207,2.144191931,1.171479676,0.217128478,-0.4369042,0.40880865,-1.002245378,0.330559685,0.00486591,-0.253574344,-2.927292973,0.56532835,-1.631172233,1.111059643,1.031448704,0.341590697,1.029329124,0.175088297,-0.479971271
-14,1.730202179,9.58853333,2.367796505,2.380073885,0.241471907,-1.597153068,-2.081336629,-0.261585176,-1.029281079,1.377719163,1.309916022,3.561998333,-2.658167845,1.094850019,-1.608956996,0.318872034,3.59355191,-1.589038027,-1.278993483,0.902388241,0.675328325,1.760014518,1.966788108,1.222618425,0.633575842,0.284726416,-1.097274189,0.335135994,1.041953391,-0.038289812,0.870090409,-3.15829285,1.537980088,-2.144249747,0.67775572,1.118195662,-0.175934108,1.19374728,-0.22830731,-0.210806469
-18,0.564358993,5.553139889,3.479457489,3.450435523,-0.663259506,0.07048388,2.33008484,1.145109502,0.556971102,0.988612466,-1.173040912,-0.587760087,0.944319716,0.557705258,-0.412751303,1.734407698,-0.168002745,-1.462763999,-1.136651901,0.793369211,-0.756600496,-0.158983233,-0.579989921,-0.230231602,0.571343761,0.502768906,-0.249265871,-0.569731484,2.82779507,1.842880048,0.169328063,-0.321751838,0.408968928,0.660335771,-1.306615077,0.826315602,-0.634256267,-0.132837233,-0.289316008,0.874754743
13,0.927128356,1.541056016,2.697914998,2.689748154,-2.907146883,1.845650319,-2.012265189,-0.645731109,1.444843194,0.780649462,-0.153837976,0.972852273,0.524411465,-0.903465411,1.041196564,3.061100392,0.66441429,0.109185399,-0.294801135,-0.772938474,-0.778092235,-0.797981485,-0.009373374,-0.510512869,0.348777046,-0.021100892,-0.35128431,0.493534492,1.445163142,0.686684942,-0.422959197,-0.576827488,0.8304854,0.74025461,-0.633075411,-0.099383115,-1.395800076,0.309752854,0.122799477,0.368344153
-1,1.125447933,5.110847648,0.838630393,-1.699447655,-3.631002421,-0.139997032,2.002263825,2.629429901,-0.989511147,-4.299420135,-0.546897546,0.223681692,1.630073592,-1.075768815,-0.473802599,-1.016162434,1.873910614,-1.443041288,-1.388199931,0.295678878,-1.720178249,-0.306200898,1.825864591,-1.361756903,-1.409810305,1.448467082,0.627573428,-0.280616077,0.372470208,-0.576199785,0.23201178,0.270925348,0.87949676,-1.227279977,-0.298835799,0.086775616,-0.599757096,1.059801097,-0.410949449,-0.677588636
-24,3.935858299,5.751176994,0.375591227,-0.772500086,-2.17406003,-5.685721275,-1.514970289,0.407751215,-3.945146331,1.509877259,-2.30891786,0.521464193,0.159899796,-0.098349247,2.48066131,2.310123309,0.144028325,0.379539674,0.186080519,0.623883483,-0.478817769,0.676204689,-0.138098112,-0.372608021,1.328989015,-0.663666275,-0.142936908,1.062088544,1.641505969,-1.155638036,0.055799861,-0.11807572,-1.322054398,-0.338438619,0.47634477,0.710784956,-0.424351471,-0.491932307,-0.746378478,0.410912865
-24,0.816900937,6.642652366,1.521789021,0.115756553,-5.741935695,-1.857441662,0.074627817,0.086371779,-3.827996548,2.488346699,-2.33540064,-0.463469924,-1.532485595,0.156331837,0.160782656,0.587231373,-1.521426641,-1.080275377,1.143651465,-1.881786815,0.408587994,0.568000254,0.579532614,-0.937901968,0.708214299,1.006794385,-0.081723201,-0.725958885,-0.730890074,-0.393821381,1.064656247,-0.371259696,0.507156008,0.021156414,0.543301438,-0.378832224,-1.370361717,0.334896836,-1.139797138,0.140926675
2,-2.632418908,6.122730904,-0.550648986,1.208898939,-2.010765941,1.648455168,-0.126167548,-0.127964956,-2.535010131,-1.153083842,-1.452242834,1.64331854,0.207083604,1.084085996,2.364195646,0.099750403,-1.57757437,2.04385609,-0.01983569,0.653953574,1.012116763,-0.248760021,-0.137364907,0.852531615,-0.240378315,0.523092775,0.012207624,-0.600742011,-0.348686289,1.198293638,0.776302398,0.468357295,-0.204839837,-1.504076248,0.076381935,1.244336239,-0.074786746,-1.103462815,-0.992629652,-0.170303583
-4,4.678906995,2.324358481,2.817163572,0.157987386,-0.588515821,-0.894317783,-2.121086655,-0.088245153,0.752277311,0.986801616,-1.412474417,0.078342257,-0.316423922,-1.372519357,1.03810968,-2.218490016,-1.655165517,-0.18683592,-2.039588903,0.074171667,-1.068283831,0.409932144,-0.251976039,-0.965729024,-0.477609036,0.040517396,-0.589864447,0.839606723,1.161111424,1.431608809,0.396633343,-0.313256718,1.250068424,-0.495869893,0.155123204,-0.316130517,-0.538734925,1.240142037,0.275710207,-0.552731446
-4,-2.373602167,-3.091167026,1.230814867,0.733991436,-1.243054835,-0.477584057,0.975879009,1.5460021,-2.340428587,-1.46021062,-1.279065088,-0.196271933,-0.677892856,-1.291687717,-0.713292642,-0.290698907,1.308890658,-1.907815719,0.351999832,1.504691593,-0.275529067,0.1485497,1.284517493,0.910525768,-1.471378638,0.149834532,-0.646019177,-0.639298012,0.176654169,0.396308756,1.230606824,0.174383844,0.385257523,-0.593747792,-0.713529196,0.100675214,0.934172471,0.259489065,-1.20518019,1.126115746
4,-6.117674335,-3.117133137,2.115616746,3.025799817,-4.786401501,-3.295380875,-2.827975872,-2.825752106,0.192085851,-1.747040108,-0.079790333,-1.60343683,-2.603885191,1.155546886,-0.835464784,0.579561507,-1.612550081,3.00521098,0.736907906,-0.693961793,-1.472634891,0.17228518,-0.264234286,0.309019029,0.724227616,-0.844551625,-0.205833976,0.915461728,1.332271284,-0.43799483,0.991425753,-0.40966488,-0.982401271,-0.474705955,0.36644333,0.738049541,-0.769625485,-0.467464972,0.039866086,1.195429138
-1,1.983043829,0.07204714,0.101838259,2.332172251,0.102693171,-1.91127273,-0.087189966,-2.133687729,1.151723368,-3.532830763,-0.511086076,0.427558049,0.826652939,0.661579082,0.757253714,1.532108079,-1.0437053,0.472801948,0.480134075,2.103072527,0.524020633,-1.179785809,-0.008702058,-0.091238743,0.304643171,0.121775678,-0.180430331,-0.041086833,0.546246129,2.426343834,-0.072301465,0.094117246,-0.383729047,0.620952987,-0.409061416,1.10710484,-0.193654845,-0.560979857,0.206744977,0.09945633
15,4.950837069,-3.349778806,-0.355420261,0.367427646,-1.836947241,-0.535501901,-2.065316431,-3.293622526,-3.015930157,0.19863275,-0.945381056,0.480193565,0.933425625,2.557083035,-0.180350014,-0.629919589,1.458413645,-0.105407058,-0.023756167,0.106504692,-1.377127705,-0.828552368,0.144627408,-0.029856528,-0.462549503,-1.401152132,-0.064409479,0.541051689,0.391291839,0.489995388,0.382148449,0.231525947,-0.345729843,-0.605056194,-0.371998645,0.67108337,-9.45E-05,0.31629343,0.083697593,0.320290248
6,4.105985477,-3.054424112,-0.687975308,-0.375761783,-0.648204708,-1.78622093,-3.430012234,1.729707066,4.489468347,-1.161722965,-1.952071949,-0.915512489,-1.822880846,-1.210455347,1.14242507,-1.213918632,-1.749337772,-0.552967982,-2.902707623,-0.993311418,-0.976076266,-0.474218064,0.617961189,-0.407354127,-0.675697676,0.492110372,-0.544442394,0.587759848,0.334792253,0.392897597,-0.808673333,-0.059651131,-0.760573742,0.402579558,0.19554307,1.276671205,-1.007343624,-1.30780993,-0.299047798,0.431532581
30,-0.997041805,-7.962599072,4.436062645,2.112701305,-3.50522164,0.609125377,-3.639261594,1.671969202,-0.27965942,-2.773129297,-0.185354415,-1.536705173,1.32371366,0.051405157,-0.753840828,-2.393685336,3.260799147,-0.420415429,-0.098585927,-0.197715562,-1.952230773,1.874586115,0.411479234,-0.170277051,-0.485801723,-1.647933998,-2.180928842,-1.344285997,-0.496247818,0.566749889,0.76451231,0.481607556,0.317576408,-0.570973733,-0.840701156,0.624576759,0.429206347,-1.302449053,-0.291964106,-1.193876239
-10,1.274720508,8.033909844,1.162394082,-1.800025991,-4.655444106,-0.566480779,-0.19729847,0.175963992,-0.286274808,2.674702831,-1.366441798,0.106206442,2.07819918,0.762988667,0.327316401,2.685873476,0.122450206,-1.883735112,0.961749593,0.424838909,-0.330193013,-0.495255132,0.160738625,-0.333425084,-0.088681122,-0.691284697,-0.196430244,1.31603335,0.602513841,-1.439048745,0.032243133,0.142927572,0.813686421,0.044957887,-0.526696891,0.915109272,-0.508384111,-0.958762197,-0.512699923,0.512811988
6,1.661178082,3.078886041,-2.050686428,1.572044328,-2.000900646,-0.807273615,-2.531232988,0.959629245,2.329452563,1.02958693,-0.640767567,3.991047395,1.311477215,3.166080716,-2.271762862,0.327779568,0.216419111,-3.075261931,-0.343746587,-0.334890144,-0.979452309,3.32879714,1.628859047,1.837571693,1.063806054,1.128370722,0.449155834,0.045263529,-1.527041597,0.379279849,-2.418968098,-3.255184996,0.724463209,-1.684445756,1.991908365,3.670775696,-0.39879028,1.390040484,-1.105915862,0.058205419
11,-3.129529323,-4.87386166,3.985515905,-0.604400464,-2.681436516,-0.947285934,2.566389532,-1.757290704,-0.959805957,-1.960908818,0.860240497,-0.304553892,3.493455627,-2.592629305,-1.51347003,-0.729622466,-0.640206045,-0.693543562,-0.12076985,-0.324114995,-0.590124754,-2.338358418,2.541441117,1.678252867,0.399773845,0.688777472,-0.111989656,0.828108213,0.26804891,0.359719931,0.793560106,-1.585846831,-2.126167675,0.158634712,-2.5472729,-0.084349205,0.562607012,0.466007137,-1.210741232,0.131917976
-11,1.726370415,5.466810964,-1.026425763,-0.847044551,-3.187513636,-0.968030454,1.292536181,2.248134569,1.830346637,-2.530442259,-0.506731809,-0.730131366,1.114730874,0.359117991,1.090724541,0.264550576,-0.282224911,-0.080834196,-1.068215331,1.601002394,-0.514348065,-0.845567759,1.463522707,-0.033062192,-0.563401657,0.990223796,0.219632247,-0.040016164,1.673955826,1.749132162,-0.002089666,-0.448448732,-0.360052316,-0.421691405,-0.472733252,0.003079659,-0.560348254,0.646427164,0.255513842,0.527419328
-6,3.547866692,1.13167147,0.441988824,-0.117075345,-3.491073661,0.515657984,-1.146425454,-0.140910136,1.695297378,-2.141084789,0.548959353,-0.120121857,-0.934922464,-0.616470267,-0.329495526,-2.288195073,-1.159437572,-0.658003082,-0.41064904,0.393007477,-0.198949957,-0.330935881,-0.691569272,0.599246816,-1.221790568,-1.121896409,2.184312727,-0.022475207,0.119897411,-0.413247587,-0.51637635,0.108103041,0.3513823,-0.572198632,0.038363254,-0.279085853,-0.839641147,-0.110264605,-0.709190354,0.986799148
-3,1.268034514,-0.243555979,2.770749314,-0.338929457,-3.249970605,-1.429365723,-1.016883581,0.476063891,0.280924923,-1.538207085,1.731664852,2.1872172,2.009525705,2.944170815,-3.667935724,1.363711817,0.257399466,-3.411413786,0.229868431,-0.019113996,-0.411796326,2.975125339,1.398154807,2.02764695,0.373274059,0.749569169,0.730775081,0.377431894,-0.962720624,1.514971318,-2.329284266,-3.726916816,1.054291193,-2.322943764,1.839376628,2.70976686,-0.750302755,-0.440074315,1.034763968,0.389643532
-3,2.265367319,5.884694661,2.348129751,0.268625554,-3.210384573,-4.251374024,-2.431667798,-0.699295338,-3.535207009,-0.553755317,-1.113382956,-0.448345149,-0.850797085,-0.326423715,1.257598127,2.813086553,-0.579132003,0.865229573,-1.508155937,1.418958416,0.626996691,-0.829597825,-0.151378232,0.390633905,0.21182494,-0.941082315,0.415191807,1.784424443,1.564881168,-1.768704563,-1.259162096,-0.943112267,0.563375778,0.120433648,0.402736995,-0.827663451,-1.376623448,-1.407917507,-0.573768101,0.0986912
-5,0.273075048,-4.575577694,3.230333504,1.483181598,-0.522980001,-1.972656224,-0.560773239,3.375637018,-0.202726903,0.712315163,1.137570219,-0.069691386,-2.112427426,-0.575302943,-0.388982238,0.552903607,3.638527233,0.531030764,0.312932397,0.498414323,0.552063775,0.113015141,0.776734305,-0.035884826,-1.010113748,0.094431444,-0.435843747,-1.271424525,0.249068337,0.991450529,-0.556508944,0.380655699,0.431446815,-0.407300439,-1.609538865,0.344596919,0.545380061,-0.529614214,-0.082782666,0.397768175
11,-0.825668227,-4.164614619,4.060348097,-0.390732303,1.071649781,0.722554439,-1.755726941,-0.239388578,-1.591984594,-3.286650574,-1.32793699,2.123979697,-0.707578333,-0.347328326,-1.061597434,-0.560325237,-1.764404377,0.699752663,-0.032714688,1.595165068,0.38775893,-0.9622156,-0.47090343,-1.104637513,-0.453252732,0.543392521,1.627931533,-0.267845759,-0.152556161,1.503228644,0.464814877,0.608061367,0.293843094,-0.737516168,-0.159981499,0.370333355,-0.425998851,-0.772201179,0.984804909,0.122116415
22,4.427974564,-6.309821721,0.531586139,1.137693375,-1.35844246,1.272685685,-1.38635253,0.163197087,1.84803039,-0.423852162,-1.421652928,-0.796036717,1.734138427,-0.570711213,0.485989526,4.254822805,-0.044954444,2.710526619,-1.208380805,0.332088947,-1.705486446,-0.445498384,1.089300288,-0.086518715,-0.64469382,0.296584077,0.332662648,0.177630506,0.158527901,-0.29272693,-0.516111395,0.053777646,-0.07337689,-0.221730951,0.138434676,-0.451179314,0.631216312,0.859905333,-0.095477176,0.318272664
12,-1.612612245,-8.814114189,-0.551784466,1.976779379,-3.304117321,-1.351663508,-0.822727928,-3.847934438,-1.164304131,-1.183307445,0.810595156,-0.305660699,-2.148144789,2.473843061,-0.922286449,-0.078186684,-0.796262737,1.83408414,0.135094222,-0.780554388,-1.313325276,-1.153454919,-0.288911862,-0.375739694,0.440583359,-1.77064664,0.046272328,1.511297752,0.99024207,0.472036222,-1.123219698,-0.423660864,-0.076842571,-0.280771241,-0.680576292,-0.334604873,0.573456126,-1.097583529,1.068741596,0.183246285
-4,4.261790219,-3.956255725,1.675479609,2.224791581,-0.571005108,-0.095099218,0.994685853,0.921060333,-0.422429724,-1.076660905,-2.704546264,0.238982135,1.336508757,2.614163066,-1.260549946,-0.849270349,0.748564534,-0.143517444,-2.221834478,-0.731567503,0.487590476,-0.324862994,-0.375911073,0.055021259,-0.824044765,-0.39441392,-0.145910741,-1.177411982,1.287018273,-0.050880518,0.283672062,0.942876145,-1.46491142,0.015627843,-0.518633599,0.509049414,0.056754367,0.9076569,0.720421063,-0.13134552
-14,8.876208196,-0.334014681,-0.663237277,0.172305226,-0.832954532,-4.688828701,-0.51219347,4.235441792,-0.349541428,-1.822782724,-2.332178533,1.448150126,-0.878213892,0.008554173,3.695067023,-0.617286469,-0.561724674,1.366213379,0.047190871,0.891453795,0.151942493,-0.147635384,1.095157623,0.360968174,-0.556189258,1.505539373,-0.617659933,-0.18902929,-0.497049969,-0.454448407,0.812895325,0.089870916,-0.236611496,-0.134969418,0.50180674,-0.330085381,-1.195923747,0.572903687,-1.155997496,0.539338992
1,6.226724163,3.372460245,1.35902035,-0.087899057,-2.384160041,-0.773995421,-1.145385744,-2.074561705,-2.663606168,1.90572239,-1.186788448,0.275732724,1.437058923,0.505957783,3.140962032,0.795176833,-0.338374547,-0.809035158,0.029806428,2.287952305,-1.239637735,0.028125342,0.867084174,0.261287648,-0.478026598,-0.436775352,-0.687252834,1.084501308,0.785647982,-2.063780979,0.06689388,-0.4232452,0.042146449,-0.313626125,0.308388088,-0.313025757,-0.187283551,-0.586076496,0.180304505,-0.308942897
11,0.844644444,-5.918887022,1.157938935,1.705416474,-3.536256836,-2.516942325,3.475172293,-3.150565645,0.760396719,1.919730319,-0.511709559,-1.298166534,-1.097580029,1.342651504,-1.974492821,0.788608852,0.878952181,-1.062168944,-0.71453021,-0.242968903,0.383564929,-0.474179846,-1.68136252,0.395671217,1.210146444,-1.620729558,0.096988478,0.676626494,0.32461043,1.501926555,0.323131175,0.329801382,-0.845133167,0.314575621,0.020842503,1.982921136,-0.361522183,-0.62204059,-0.238262514,0.138683178
-3,-2.496047284,-6.16716107,1.41180874,2.117229201,-0.208173318,-1.138857944,-2.432899753,0.678493744,3.633461258,3.527830203,-0.208378714,0.553087023,-0.105062286,-0.535343673,1.541849838,1.483647806,1.781443061,0.685940687,-1.581553346,-0.118329074,-0.751359775,-0.700003628,1.323584472,-1.106998464,-0.981446652,0.366069264,1.049871669,-0.450529378,-0.315585266,-0.32314834,-1.315313847,0.30429921,-0.058992696,0.624063067,-0.367511913,0.032257065,-0.147215954,-0.405279513,-0.631535092,0.801618462
6,-0.422948068,2.443190469,3.955550158,1.638951129,-2.307125667,-0.744730984,-0.846771047,2.224100803,0.354185868,0.058658034,-1.850168486,-1.268319425,-0.006290156,1.749685847,-0.42707053,1.683722306,0.008274102,2.028919988,1.214543518,0.923212272,-0.058685401,-1.839957352,0.599143065,-0.047901736,-0.041110345,-0.467351607,0.983606085,1.383748089,-0.302863881,0.312050889,-0.125148612,-0.474843141,0.188736072,-0.907314556,0.109245789,0.459922898,0.565559876,-0.978909907,0.655354986,0.772383086
4,3.108008174,-0.505525603,-0.59315509,-0.002766299,2.72845691,0.970115095,-1.230319973,-2.264028581,1.496135806,-1.609452903,-1.149849107,1.365800267,-2.839904641,-0.55143989,0.460544039,0.578810019,-1.44492906,0.261504946,-2.300696198,-0.395598031,-0.279497277,-1.214191723,0.080728832,-1.066296152,-0.05076908,-0.618738159,0.180115558,0.791898385,-0.748403646,0.614507055,-0.242275198,0.356495561,-0.02311007,0.871130243,-0.598307935,2.02449933,0.029306141,0.690090239,0.696890418,0.876677856
45,-4.47031061,-3.94338953,5.803178296,1.763325389,-3.085174693,0.983899521,-2.922205124,1.751861415,0.216048205,-3.937466818,-1.382651312,-0.599911324,0.348620193,-1.865643268,-1.708519972,0.508236822,3.067803142,0.27880509,1.216908089,-1.76789018,-0.29954011,0.937145277,0.30538197,-0.322210238,-0.610902785,-2.113162341,0.798493024,-0.966908435,0.741146559,-0.86323448,0.152405858,-0.067377749,0.195772541,-0.76920905,-0.447346589,0.835913075,0.799617333,-0.578934439,-0.147937987,-1.531537013
-24,5.433814029,1.703958549,-1.851205421,-0.211244763,-0.485493294,-3.692352131,-0.35146111,-1.22694659,-4.68852085,1.458184669,-1.311381288,3.947119626,1.022847975,3.43388177,1.889214474,1.592633651,0.181925858,0.141720976,-0.563836621,0.414447644,-0.28499153,-0.359178869,-0.926727273,-1.52902792,1.884903863,-0.577163856,0.008242639,0.739179966,0.753475799,-1.09588052,0.153075765,1.050758779,-1.937989516,-1.202927423,-0.279469716,0.90462976,1.04077138,0.200251547,0.540590952,0.043352645
-2,-2.660983563,5.954499122,1.62408758,4.873634335,-0.476303323,-1.214624444,-3.501449028,-0.962639032,1.032673732,3.285124637,-0.545247192,4.977712305,-0.822117441,2.450704484,0.41709626,0.250660845,1.753119334,0.606607967,-0.375296861,-0.60844171,-0.037574369,2.102440624,2.323458796,0.557428467,0.180408362,-0.007043622,-0.032306029,-0.220082335,0.061790166,-1.667136568,-1.831865307,-2.535549239,-0.298838465,-1.393091912,1.883423048,0.868023418,-0.147001895,1.535163551,-0.890381854,-0.477476364
-4,2.569264622,-7.608942172,0.716873394,4.693157302,-1.984372051,0.624217074,0.09806281,1.884991518,1.908305437,-2.675827314,1.394448086,1.71357366,-1.483325241,-0.319819035,0.206638107,-3.609049632,0.714718389,0.845610922,1.476134792,1.116885479,0.091165002,0.214595825,0.687237599,-0.948444003,-0.491089288,-0.8850184,-0.419888274,-0.826793682,-0.339915375,0.27594968,-0.511110409,0.630280557,-0.559076896,-0.413527591,-0.219233737,0.30690328,-0.503585812,0.126329013,-0.552469188,-0.127943763
-11,-2.318353746,2.174570895,1.78122376,-1.16873695,-3.686545987,-0.600970561,0.68057874,1.416499633,0.744721496,-3.641079605,-0.389262568,-0.300322248,3.266911163,0.137385903,-1.365960608,-1.527901971,0.651727871,0.320287556,-0.69113086,1.795874354,-0.655681894,-0.226468527,0.482749402,0.573809913,-2.220720783,0.329593395,-0.009135101,0.45809127,1.038480938,0.924093913,0.186830794,0.36025879,0.017927836,-0.708123327,0.140715412,0.431612038,-0.475119197,0.437616238,1.483559174,0.689662418
-1,3.653873553,-2.373475656,-0.347173789,0.763985938,-2.25817464,-0.370134091,-1.572842953,-0.017787093,-0.716906553,0.668427506,-1.31622341,0.52070879,0.448559168,0.936964475,2.221939964,-0.29185286,-1.185548233,1.028957061,0.389170169,1.453567064,-0.42577791,0.332641435,0.129948052,1.168145031,-0.262563075,-0.371143266,0.805557588,-1.182321617,0.795122708,0.831854068,2.344390335,-0.293290664,-0.054947925,-0.531456136,0.048958722,0.82375216,0.637098134,0.062432246,0.018760066,-0.004862308
11,8.92087786,-1.0348938,0.057113344,0.569552413,-2.44888732,-2.987394693,-1.117934686,3.035104377,0.263579675,-1.927132532,-2.380994184,-1.06148333,1.685500198,0.226649164,1.433187212,0.14079721,-1.04706329,-1.092148763,-1.975593024,1.882152798,-0.036577917,-1.175937329,0.553256778,0.368294924,-0.767315571,0.640976448,-0.405775575,1.450610055,-0.611916043,-0.942689363,-0.495768064,0.410374534,-0.565507503,-0.247158909,0.761515293,1.00773829,-0.68986283,-1.463929062,-0.01165704,-0.205189303
-8,-2.910929677,-1.136728404,5.888986412,-1.130893444,-3.378075573,3.629718875,0.283844081,1.111533983,-1.166162124,-0.722563046,0.607506479,0.640984528,-1.516257477,-0.694377947,0.055434981,-3.005066657,-0.005673177,0.190674984,-1.101545408,0.139586135,1.55638634,0.453127197,0.421476924,-0.906783499,-0.566463128,0.603343043,0.338833157,-0.512670003,1.247536256,0.683678404,0.016010708,0.232868862,-0.233341516,-1.315686067,-0.225768128,-0.697029381,-0.256410768,-0.334174,0.776542473,-0.231947069
22,3.375016221,-2.423446916,-0.257883209,0.970849296,-1.567232203,-0.008972471,-2.137829515,-2.770333033,0.614792299,2.027821675,-0.651661068,0.074391696,-0.404323942,1.539798813,-0.01963016,-1.384474919,0.060122558,-0.331150581,0.865719168,1.175150249,-2.239895208,-0.002716512,1.407223179,-1.762367426,0.91854223,-0.67909825,-0.549125904,0.30386708,1.72219337,-0.428343837,0.609193078,-0.383292963,0.086355311,0.502070406,0.285901251,-0.34704418,0.500117268,-0.560638939,-1.622364324,-1.209880175
-8,2.042062048,3.502564846,1.65194552,-0.709832258,-0.273292667,-0.381467592,-2.069484946,2.059127015,1.210670722,1.610545066,-1.144167875,0.51390807,-0.323452131,-1.162919216,-0.889110661,0.334756247,0.247995608,1.128856296,-1.224039665,0.37082339,-0.794702231,-1.795505956,0.160887556,-0.956789973,-0.74709446,0.139607198,1.192638359,1.859979632,0.130537361,2.053265793,0.456549924,-0.06796918,1.233664462,-1.222801567,0.749734728,0.302954352,1.023371316,0.642341216,-0.292915693,-0.332038785
8,2.31218895,-1.208378248,-0.081034629,1.458914412,0.281799652,-1.208408336,2.485828559,-0.344837649,-2.268765724,-0.3157697,1.442669989,2.988283377,2.506411193,-2.402233905,-2.949285838,-2.961054515,-2.576609613,2.244712366,0.670316905,-0.594461213,0.581452793,-2.163517424,0.940168233,0.676928112,2.162581302,-0.458414489,1.984916624,-1.040918102,-2.296651887,-0.250906911,-0.287291635,-1.470801507,-0.653030054,0.633507858,-5.498257905,0.294849751,-1.20298378,1.329653136,-0.775194571,-0.822307965
-16,-3.890218636,-0.093019814,2.760477172,2.107799864,-5.304212055,-1.010165377,3.592869197,-1.577304281,1.390357927,0.664156577,-0.086447052,-0.598485032,-1.694992277,1.239160914,0.720653086,-2.630335315,1.468389746,-0.437272569,-1.521031553,-0.406158693,1.669303755,-0.336938829,0.543870744,0.261017788,-0.463981622,-0.035275265,-0.065301624,-0.123431062,0.876297196,0.637914568,-0.993030177,-0.051673749,-1.127187042,0.048783236,0.061646519,0.191469284,0.047477619,-0.540488473,0.660548055,-0.116253835
2,-8.838389019,1.376680633,8.652531876,1.9825655,-4.114376199,0.310127438,3.677910275,-0.344393218,1.691576624,1.949089679,1.47273807,-0.369990257,2.872996919,-3.280572519,-1.619129141,1.275933342,1.594494057,0.805858891,0.738286242,-1.788979124,-0.281623534,-2.352423672,1.454695621,0.307071917,2.310411625,-0.58330811,0.362164386,1.848066685,-0.161930287,0.563844261,-0.004160487,-1.710061983,-1.751886616,-0.624238791,-3.3778441,0.061835276,0.653259424,0.207757974,-0.017781856,-0.063385954
7,-4.177816812,-6.62333688,3.10167048,3.82220545,-4.755426396,-0.791237187,0.382005461,-0.703160201,1.666583044,0.022390149,0.762916128,-0.329400414,0.141213225,-1.678705719,-1.965990611,-2.931131449,-2.361922758,1.162595515,0.12616524,-1.197720939,-1.629461793,0.35727601,0.332677831,-0.338789163,-0.5815136,-0.567621903,-0.179800634,0.630335455,0.505092515,1.193323027,0.267972454,-1.915322595,-0.004317992,1.05352561,-0.940836368,0.614620864,1.358129811,-0.41413934,1.433942993,2.244529526
